Start Time	2010-01-01	2011-01-01	2012-01-01	2013-01-01	2014-01-01	2015-01-01	2016-01-01	2017-01-01	2018-01-01	2019-01-01	2020-01-01	2021-01-01	2022-01-01	2023-01-01	2024-01-01	2025-01-01	2026-01-01	2027-01-01	2028-01-01	2029-01-01	2030-01-01	2031-01-01	2032-01-01	2033-01-01	2034-01-01	2035-01-01	2036-01-01	2037-01-01	2038-01-01	2039-01-01	2040-01-01	2041-01-01	2042-01-01	2043-01-01	2044-01-01	2045-01-01	2046-01-01	2047-01-01	2048-01-01	2049-01-01	2050-01-01	2051-01-01	2052-01-01	2053-01-01	2054-01-01	2055-01-01	2056-01-01	2057-01-01	2058-01-01	2059-01-01	2060-01-01	2061-01-01	2062-01-01	2063-01-01	2064-01-01	2065-01-01	2066-01-01	2067-01-01	2068-01-01	2069-01-01	2070-01-01	2071-01-01	2072-01-01	2073-01-01	2074-01-01	2075-01-01	2076-01-01	2077-01-01	2078-01-01	2079-01-01	2080-01-01	2081-01-01	2082-01-01	2083-01-01	2084-01-01	2085-01-01	2086-01-01	2087-01-01	2088-01-01	2089-01-01	2090-01-01	2091-01-01	2092-01-01	2093-01-01	2094-01-01	2095-01-01	2096-01-01	2097-01-01	2098-01-01	2099-01-01	2100-01-01	
DE Offshore North_Sea_Near_West 3233 54.0 7.5 100M Generator NWST	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	44.87272727	140.4335536	237.4459594	334.5344229	431.6232822	528.7124483	595.4181818	631.7818182	668.1454545	704.5090909	740.8727273	777.2363636	813.6	933.6	1133.6	1333.6	1391.645491	1449.663561	1507.626731	1565.507508	1623.27845	1680.912228	1738.381672	1795.659831	1852.720035	1909.535938	1966.081573	2022.33141	2078.260398	2133.844013	2189.058311	2243.879963	2298.286299	2352.255355	2405.7659	2458.797476	2511.330433	2563.345953	2614.826082	2665.753756	2716.112818	2765.888042	2815.065152	2863.63083	2884.906069	2905.546176	2925.540783	2944.880518	2963.557005	2981.562863	2998.891709	3015.538144	3031.497755	3046.767099	3061.343694	3075.226009	3088.413444	3100.906315	3112.705838	3123.814104	3134.234065	3143.969503	3153.025013	3161.405975	3169.118528	3176.169544	3182.566598	3188.317945	3193.432485	3197.919738	3201.789812	3205.053373	3207.721616	3209.806236	3211.319392	3212.273683	
DE Offshore North_Sea_Very_Far 3408 55.0 5.625 100M Generator NWST	3	1	1	1	1	1	1	1	1	1	1	0	0	0	0	44.87272727	140.4335536	237.4459594	334.5344229	431.6232822	528.7124483	595.4181818	631.7818182	668.1454545	704.5090909	740.8727273	777.2363636	813.6	933.6	1133.6	1333.6	1391.645491	1449.663561	1507.626731	1565.507508	1623.27845	1680.912228	1738.381672	1795.659831	1852.720035	1909.535938	1966.081573	2022.33141	2078.260398	2133.844013	2189.058311	2243.879963	2298.286299	2352.255355	2405.7659	2458.797476	2511.330433	2563.345953	2614.826082	2665.753756	2716.112818	2765.888042	2815.065152	2863.63083	2884.906069	2905.546176	2925.540783	2944.880518	2963.557005	2981.562863	2998.891709	3015.538144	3031.497755	3046.767099	3061.343694	3075.226009	3088.413444	3100.906315	3112.705838	3123.814104	3134.234065	3143.969503	3153.025013	3161.405975	3169.118528	3176.169544	3182.566598	3188.317945	3193.432485	3197.919738	3201.789812	3205.053373	3207.721616	3209.806236	3211.319392	3212.273683	
DE Onshore North Total	16173.13947	17655.82552	19138.51157	20621.19763	22103.88368	23586.56973	25069.25579	26551.94184	28034.62789	29517.31395	31000	32331.45208	33828.96499	35207.12168	36586.01971	38084.27396	39702.62579	40825.76047	41647.16855	41806.5573	41677.56361	41730.19897	41858.45131	41676.82227	41565.62081	41652.35795	41507.05472	41471.47025	41777.64492	42063.80333	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	41811.00536	
Lower Saxony	0	0	0	0	0	0	0	0	0	0	11742.8296	12026.17635	12628.0523	13259.93177	13699.74604	14139.30985	14559.66148	14665.23737	14689.07896	14495.85938	14293.85432	14244.51104	14288.13224	14226.22443	14188.50829	14218.03355	14168.31682	14156.31623	14260.70232	14358.42142	14271.94097	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	14286.41787	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	16863.64878	
Brandenburg	0	0	0	0	0	0	0	0	0	0	7467.460075	7714.49934	8274.214093	8666.835059	8939.788137	9246.621788	9730.487441	10322.10258	10773.16648	11062.90247	11107.67359	11116.79962	11150.84278	11102.52826	11073.09356	11096.13587	11057.3356	11047.97001	11129.43573	11205.69834	11138.20667	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	11149.50484	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	13160.84517	
Saxony Anhalt	0	0	0	0	0	0	0	0	0	0	5476.279972	5618.304817	5630.315179	5737.704231	5844.3635	5926.321116	5991.736437	6042.231546	6105.808223	6073.696001	6011.950376	6093.011254	6111.669981	6085.189255	6069.056382	6081.685651	6060.419592	6055.286405	6099.936982	6141.735789	6104.744252	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	6110.936668	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	7213.333013	
Schlesch Helwhatever	0	0	0	0	0	0	0	0	0	0	7372.285516	7647.444996	7859.570985	7802.670839	7758.882892	7770.956683	7817.41364	7766.113774	7701.648732	7566.314156	7464.030136	7400.103472	7422.764928	7390.603473	7371.009724	7386.348265	7360.520142	7354.285768	7408.514929	7459.28055	7414.35347	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	7421.874303	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	8760.76023	
More pomeranians	0	0	0	0	0	0	0	0	0	0	3555.678756	4029.496608	4621.954475	4690.783933	4846.228927	5085.747107	5327.160812	5433.190553	5393.698407	5266.226172	5160.918072	5068.641532	5084.163315	5062.134584	5048.714003	5059.220013	5041.529248	5037.259063	5074.402893	5109.174397	5078.401955	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	5083.553289	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	6000.612468	
DE Onshore MecklenburgVorpommern 3151 53.5 11.875 100M Generator NWST	359.4030993	392.3516783	425.3002573	458.2488363	491.197415	524.1459943	557.094573	590.043152	622.991731	655.94031	592.613126	671.582768	770.325746	781.7973223	807.7048213	847.624518	887.8601353	905.531759	898.9497343	877.704362	860.153012	844.7735887	847.3605523	843.6890973	841.452334	843.2033357	840.2548747	839.5431773	845.7338153	851.5290663	846.4003257	853.0387596	859.5697434	865.9917024	872.3031468	878.5026712	884.5889557	890.5607656	896.4169516	902.1564502	907.7782829	913.2815569	918.6654641	923.9292812	929.0723691	934.0941724	938.9942189	943.7721189	948.4275643	952.9603281	957.3702632	961.6573017	965.8214538	969.8628066	973.7815231	977.5778412	981.2520719	984.8045987	988.2358759	991.5464269	994.7368436	997.8077843	1000.759972	1003.594195	1006.3113	1008.912198	1011.397858	1013.769303	1016.027616	1018.173932	1020.209437	1022.13537	1023.953017	1025.663711	1027.268834	1028.769806	1030.168095	1031.465205	1032.662681	1033.762105	1034.765093	1035.673297	1036.488398	1037.212111	1037.846177	1038.392366	1038.852473	1039.228317	1039.52174	1039.734607	1039.868799	
DE Onshore MecklenburgVorpommern 3154 53.5 13.75 100M Generator NWST	359.4030993	392.3516783	425.3002573	458.2488363	491.197415	524.1459943	557.094573	590.043152	622.991731	655.94031	592.613126	671.582768	770.325746	781.7973223	807.7048213	847.624518	887.8601353	905.531759	898.9497343	877.704362	860.153012	844.7735887	847.3605523	843.6890973	841.452334	843.2033357	840.2548747	839.5431773	845.7338153	851.5290663	846.4003257	853.0387596	859.5697434	865.9917024	872.3031468	878.5026712	884.5889557	890.5607656	896.4169516	902.1564502	907.7782829	913.2815569	918.6654641	923.9292812	929.0723691	934.0941724	938.9942189	943.7721189	948.4275643	952.9603281	957.3702632	961.6573017	965.8214538	969.8628066	973.7815231	977.5778412	981.2520719	984.8045987	988.2358759	991.5464269	994.7368436	997.8077843	1000.759972	1003.594195	1006.3113	1008.912198	1011.397858	1013.769303	1016.027616	1018.173932	1020.209437	1022.13537	1023.953017	1025.663711	1027.268834	1028.769806	1030.168095	1031.465205	1032.662681	1033.762105	1034.765093	1035.673297	1036.488398	1037.212111	1037.846177	1038.392366	1038.852473	1039.228317	1039.52174	1039.734607	1039.868799	
DE Onshore SchleswigHolstein 3413 55.0 8.75 100M Generator NWST	359.4030993	392.3516783	425.3002573	458.2488363	491.197415	524.1459943	557.094573	590.043152	622.991731	655.94031	1228.714253	1274.574166	1309.928498	1300.44514	1293.147149	1295.159447	1302.902273	1294.352296	1283.608122	1261.052359	1244.005023	1233.350579	1237.127488	1231.767245	1228.501621	1231.058044	1226.753357	1225.714295	1234.752488	1243.213425	1235.725578	1245.417543	1254.952634	1264.328551	1273.543118	1282.594286	1291.480125	1300.198834	1308.748735	1317.128275	1325.336025	1333.370682	1341.231067	1348.916122	1356.424916	1363.756636	1370.910595	1377.886222	1384.683068	1391.300802	1397.739209	1403.99819	1410.077759	1415.978044	1421.699282	1427.241822	1432.606117	1437.792727	1442.802314	1447.635645	1452.293582	1456.777087	1461.087216	1465.225117	1469.19203	1472.989284	1476.618291	1480.080548	1483.377635	1486.511208	1489.483	1492.294819	1494.948542	1497.446119	1499.789561	1501.980948	1504.022418	1505.91617	1507.664459	1509.269593	1510.733933	1512.05989	1513.24992	1514.306524	1515.232246	1516.02967	1516.701416	1517.25014	1517.678532	1517.989312	1518.185229	
DE Onshore Hamburg 3147 53.5 9.375 100M Generator NWST	359.4030993	392.3516783	425.3002573	458.2488363	491.197415	524.1459943	557.094573	590.043152	622.991731	655.94031	1228.714253	1274.574166	1309.928498	1300.44514	1293.147149	1295.159447	1302.902273	1294.352296	1283.608122	1261.052359	1244.005023	1233.350579	1237.127488	1231.767245	1228.501621	1231.058044	1226.753357	1225.714295	1234.752488	1243.213425	1235.725578	1245.417543	1254.952634	1264.328551	1273.543118	1282.594286	1291.480125	1300.198834	1308.748735	1317.128275	1325.336025	1333.370682	1341.231067	1348.916122	1356.424916	1363.756636	1370.910595	1377.886222	1384.683068	1391.300802	1397.739209	1403.99819	1410.077759	1415.978044	1421.699282	1427.241822	1432.606117	1437.792727	1442.802314	1447.635645	1452.293582	1456.777087	1461.087216	1465.225117	1469.19203	1472.989284	1476.618291	1480.080548	1483.377635	1486.511208	1489.483	1492.294819	1494.948542	1497.446119	1499.789561	1501.980948	1504.022418	1505.91617	1507.664459	1509.269593	1510.733933	1512.05989	1513.24992	1514.306524	1515.232246	1516.02967	1516.701416	1517.25014	1517.678532	1517.989312	1518.185229	
DE Onshore Bran_South 2886 52.0 13.125 100M Generator NWST	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	642.874945	689.517841	722.236255	744.9823447	770.5518157	810.8739533	860.175215	897.7638733	921.9085393	925.639466	926.3999683	929.2368983	925.2106883	922.7577967	924.6779893	921.4446333	920.6641677	927.4529777	933.808195	928.1838893	935.4637629	942.625804	949.6682859	956.5895745	963.388129	970.0625016	976.6113386	983.0333795	989.327458	995.4925012	1001.52753	1007.431658	1013.204092	1018.844132	1024.351168	1029.724682	1034.964247	1040.069526	1045.040269	1049.876314	1054.577589	1059.144103	1063.575952	1067.873315	1072.036453	1076.065707	1079.961497	1083.724322	1087.354755	1090.853446	1094.221117	1097.458561	1100.56664	1103.546287	1106.398497	1109.124334	1111.72492	1114.201443	1116.555147	1118.787333	1120.899359	1122.892637	1124.768628	1126.528845	1128.174849	1129.708248	1131.130692	1132.443874	1133.64953	1134.749432	1135.745391	1136.639252	1137.432893	1138.128226	1138.72719	1139.231755	1139.643915	1139.965691	1140.199126	1140.346284	
DE Onshore Bran_West 2974 52.5 12.5 100M Generator NWST	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	642.874945	689.517841	722.236255	744.9823447	770.5518157	810.8739533	860.175215	897.7638733	921.9085393	925.639466	926.3999683	929.2368983	925.2106883	922.7577967	924.6779893	921.4446333	920.6641677	927.4529777	933.808195	928.1838893	935.4637629	942.625804	949.6682859	956.5895745	963.388129	970.0625016	976.6113386	983.0333795	989.327458	995.4925012	1001.52753	1007.431658	1013.204092	1018.844132	1024.351168	1029.724682	1034.964247	1040.069526	1045.040269	1049.876314	1054.577589	1059.144103	1063.575952	1067.873315	1072.036453	1076.065707	1079.961497	1083.724322	1087.354755	1090.853446	1094.221117	1097.458561	1100.56664	1103.546287	1106.398497	1109.124334	1111.72492	1114.201443	1116.555147	1118.787333	1120.899359	1122.892637	1124.768628	1126.528845	1128.174849	1129.708248	1131.130692	1132.443874	1133.64953	1134.749432	1135.745391	1136.639252	1137.432893	1138.128226	1138.72719	1139.231755	1139.643915	1139.965691	1140.199126	1140.346284	
DE Onshore Brandeburg_North 3062 53.0 11.875 100M Generator NWST	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	642.874945	689.517841	722.236255	744.9823447	770.5518157	810.8739533	860.175215	897.7638733	921.9085393	925.639466	926.3999683	929.2368983	925.2106883	922.7577967	924.6779893	921.4446333	920.6641677	927.4529777	933.808195	928.1838893	935.4637629	942.625804	949.6682859	956.5895745	963.388129	970.0625016	976.6113386	983.0333795	989.327458	995.4925012	1001.52753	1007.431658	1013.204092	1018.844132	1024.351168	1029.724682	1034.964247	1040.069526	1045.040269	1049.876314	1054.577589	1059.144103	1063.575952	1067.873315	1072.036453	1076.065707	1079.961497	1083.724322	1087.354755	1090.853446	1094.221117	1097.458561	1100.56664	1103.546287	1106.398497	1109.124334	1111.72492	1114.201443	1116.555147	1118.787333	1120.899359	1122.892637	1124.768628	1126.528845	1128.174849	1129.708248	1131.130692	1132.443874	1133.64953	1134.749432	1135.745391	1136.639252	1137.432893	1138.128226	1138.72719	1139.231755	1139.643915	1139.965691	1140.199126	1140.346284	
DE Onshore Brandenburg_North_East 3065 53.0 13.75 100M Generator NWST	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	622.2883397	642.874945	689.517841	722.236255	744.9823447	770.5518157	810.8739533	860.175215	897.7638733	921.9085393	925.639466	926.3999683	929.2368983	925.2106883	922.7577967	924.6779893	921.4446333	920.6641677	927.4529777	933.808195	928.1838893	935.4637629	942.625804	949.6682859	956.5895745	963.388129	970.0625016	976.6113386	983.0333795	989.327458	995.4925012	1001.52753	1007.431658	1013.204092	1018.844132	1024.351168	1029.724682	1034.964247	1040.069526	1045.040269	1049.876314	1054.577589	1059.144103	1063.575952	1067.873315	1072.036453	1076.065707	1079.961497	1083.724322	1087.354755	1090.853446	1094.221117	1097.458561	1100.56664	1103.546287	1106.398497	1109.124334	1111.72492	1114.201443	1116.555147	1118.787333	1120.899359	1122.892637	1124.768628	1126.528845	1128.174849	1129.708248	1131.130692	1132.443874	1133.64953	1134.749432	1135.745391	1136.639252	1137.432893	1138.128226	1138.72719	1139.231755	1139.643915	1139.965691	1140.199126	1140.346284	
DE Onshore Bremerhaven 3146 53.5 8.75 100M Generator NWST	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	572.6750643	601.3358237	631.4253223	652.368859	673.300469	693.3172133	698.3446367	699.4799503	690.279018	680.6597297	678.3100497	680.3872497	677.4392587	675.643252	677.0492167	674.6817533	674.1102967	679.081063	683.7343533	679.6162367	684.9465601	690.1906065	695.3471117	700.4148792	705.3927807	710.2797563	715.0748147	719.777033	724.3855572	728.8996018	733.3184498	737.6414524	741.8680287	745.9976656	750.0299172	753.9644043	757.800814	761.5388989	765.1784767	768.7194294	772.1617024	775.5053039	778.7503037	781.896833	784.9450825	787.8953022	790.7477998	793.5029401	796.1611435	798.7228852	801.1886937	803.5591499	805.8348857	808.0165827	810.1049712	812.1008286	814.0049783	815.8182884	817.5416702	819.1760769	820.7225025	822.18198	823.5555806	824.8444117	826.0496162	827.1723706	828.2138838	829.1753961	830.0581772	830.8635256	831.5927666	832.2472514	832.8283556	833.3374782	833.77604	834.1454823	834.447266	834.6828703	834.8537911	834.9615404	
DE Onshore NS_Bremen 3057 53.0 8.75 100M Generator NWST	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	572.6750643	601.3358237	631.4253223	652.368859	673.300469	693.3172133	698.3446367	699.4799503	690.279018	680.6597297	678.3100497	680.3872497	677.4392587	675.643252	677.0492167	674.6817533	674.1102967	679.081063	683.7343533	679.6162367	684.9465601	690.1906065	695.3471117	700.4148792	705.3927807	710.2797563	715.0748147	719.777033	724.3855572	728.8996018	733.3184498	737.6414524	741.8680287	745.9976656	750.0299172	753.9644043	757.800814	761.5388989	765.1784767	768.7194294	772.1617024	775.5053039	778.7503037	781.896833	784.9450825	787.8953022	790.7477998	793.5029401	796.1611435	798.7228852	801.1886937	803.5591499	805.8348857	808.0165827	810.1049712	812.1008286	814.0049783	815.8182884	817.5416702	819.1760769	820.7225025	822.18198	823.5555806	824.8444117	826.0496162	827.1723706	828.2138838	829.1753961	830.0581772	830.8635256	831.5927666	832.2472514	832.8283556	833.3374782	833.77604	834.1454823	834.447266	834.6828703	834.8537911	834.9615404	
DE Onshore NS_Goslar 2882 52.0 10.625 100M Generator NWST	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	572.6750643	601.3358237	631.4253223	652.368859	673.300469	693.3172133	698.3446367	699.4799503	690.279018	680.6597297	678.3100497	680.3872497	677.4392587	675.643252	677.0492167	674.6817533	674.1102967	679.081063	683.7343533	679.6162367	684.9465601	690.1906065	695.3471117	700.4148792	705.3927807	710.2797563	715.0748147	719.777033	724.3855572	728.8996018	733.3184498	737.6414524	741.8680287	745.9976656	750.0299172	753.9644043	757.800814	761.5388989	765.1784767	768.7194294	772.1617024	775.5053039	778.7503037	781.896833	784.9450825	787.8953022	790.7477998	793.5029401	796.1611435	798.7228852	801.1886937	803.5591499	805.8348857	808.0165827	810.1049712	812.1008286	814.0049783	815.8182884	817.5416702	819.1760769	820.7225025	822.18198	823.5555806	824.8444117	826.0496162	827.1723706	828.2138838	829.1753961	830.0581772	830.8635256	831.5927666	832.2472514	832.8283556	833.3374782	833.77604	834.1454823	834.447266	834.6828703	834.8537911	834.9615404	
DE Onshore NS_Sichau 2972 52.5 11.25 100M Generator NWST	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	559.182362	572.6750643	601.3358237	631.4253223	652.368859	673.300469	693.3172133	698.3446367	699.4799503	690.279018	680.6597297	678.3100497	680.3872497	677.4392587	675.643252	677.0492167	674.6817533	674.1102967	679.081063	683.7343533	679.6162367	684.9465601	690.1906065	695.3471117	700.4148792	705.3927807	710.2797563	715.0748147	719.777033	724.3855572	728.8996018	733.3184498	737.6414524	741.8680287	745.9976656	750.0299172	753.9644043	757.800814	761.5388989	765.1784767	768.7194294	772.1617024	775.5053039	778.7503037	781.896833	784.9450825	787.8953022	790.7477998	793.5029401	796.1611435	798.7228852	801.1886937	803.5591499	805.8348857	808.0165827	810.1049712	812.1008286	814.0049783	815.8182884	817.5416702	819.1760769	820.7225025	822.18198	823.5555806	824.8444117	826.0496162	827.1723706	828.2138838	829.1753961	830.0581772	830.8635256	831.5927666	832.2472514	832.8283556	833.3374782	833.77604	834.1454823	834.447266	834.6828703	834.8537911	834.9615404	
